FeatureName,FeatureType,DateCode,Measurement,Units,Value,Indicator (road network traffic)
East Renfrewshire,Council Area,2016,Count,Vehicle Kilometres,800,The Total Million Vehicle Kilometres On Scottish Roads
East Renfrewshire,Council Area,2005,Ratio,Driver Journeys,15.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
East Renfrewshire,Council Area,2020,Ratio,Percent Of Roads,36.4,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
East Renfrewshire,Council Area,2013,Count,Vehicle Kilometres,733,The Total Million Vehicle Kilometres On Scottish Roads
East Renfrewshire,Council Area,2021,Ratio,Percent Of Roads,37,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
East Renfrewshire,Council Area,2022,Count,Vehicle Kilometres,777,The Total Million Vehicle Kilometres On Scottish Roads
East Renfrewshire,Council Area,2021,Count,Vehicle Kilometres,715,The Total Million Vehicle Kilometres On Scottish Roads
East Renfrewshire,Council Area,2016,Ratio,Driver Journeys,13.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
East Renfrewshire,Council Area,2022,Ratio,Percent Of Roads,35,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Na h-Eileanan Siar,Council Area,2007,Count,Vehicle Kilometres,209,The Total Million Vehicle Kilometres On Scottish Roads
Na h-Eileanan Siar,Council Area,2018,Count,Vehicle Kilometres,238,The Total Million Vehicle Kilometres On Scottish Roads
Na h-Eileanan Siar,Council Area,2019,Ratio,Driver Journeys,2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Na h-Eileanan Siar,Council Area,2011,Count,Vehicle Kilometres,206,The Total Million Vehicle Kilometres On Scottish Roads
Na h-Eileanan Siar,Council Area,2012,Ratio,Percent Of Roads,49.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Na h-Eileanan Siar,Council Area,2021,Ratio,Percent Of Roads,40,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Na h-Eileanan Siar,Council Area,2005,Ratio,Driver Journeys,1.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Na h-Eileanan Siar,Council Area,2003,Ratio,Driver Journeys,2.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Na h-Eileanan Siar,Council Area,2023,Ratio,Percent Of Roads,38,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Na h-Eileanan Siar,Council Area,2006,Count,Vehicle Kilometres,208,The Total Million Vehicle Kilometres On Scottish Roads
Na h-Eileanan Siar,Council Area,2013,Count,Vehicle Kilometres,212,The Total Million Vehicle Kilometres On Scottish Roads
Na h-Eileanan Siar,Council Area,2014,Ratio,Percent Of Roads,34.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Na h-Eileanan Siar,Council Area,2013,Ratio,Driver Journeys,1.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Na h-Eileanan Siar,Council Area,2016,Count,Vehicle Kilometres,256,The Total Million Vehicle Kilometres On Scottish Roads
Na h-Eileanan Siar,Council Area,2013,Ratio,Percent Of Roads,34.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Na h-Eileanan Siar,Council Area,2022,Ratio,Driver Journeys,1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Na h-Eileanan Siar,Council Area,2018,Ratio,Percent Of Roads,42.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Na h-Eileanan Siar,Council Area,2007,Ratio,Driver Journeys,2.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Na h-Eileanan Siar,Council Area,2011,Ratio,Percent Of Roads,51.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Na h-Eileanan Siar,Council Area,2021,Ratio,Driver Journeys,2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Na h-Eileanan Siar,Council Area,2019,Count,Vehicle Kilometres,234,The Total Million Vehicle Kilometres On Scottish Roads
Na h-Eileanan Siar,Council Area,2023,Ratio,Driver Journeys,10,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Na h-Eileanan Siar,Council Area,2006,Ratio,Percent Of Roads,50,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Na h-Eileanan Siar,Council Area,2008,Count,Vehicle Kilometres,205,The Total Million Vehicle Kilometres On Scottish Roads
Na h-Eileanan Siar,Council Area,2009,Ratio,Percent Of Roads,46.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Na h-Eileanan Siar,Council Area,2022,Ratio,Percent Of Roads,40,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Na h-Eileanan Siar,Council Area,2020,Ratio,Percent Of Roads,41,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Na h-Eileanan Siar,Council Area,2017,Count,Vehicle Kilometres,241,The Total Million Vehicle Kilometres On Scottish Roads
Na h-Eileanan Siar,Council Area,2020,Count,Vehicle Kilometres,187,The Total Million Vehicle Kilometres On Scottish Roads
Na h-Eileanan Siar,Council Area,2023,Count,Vehicle Kilometres,223,The Total Million Vehicle Kilometres On Scottish Roads
Na h-Eileanan Siar,Council Area,2017,Ratio,Percent Of Roads,43.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Na h-Eileanan Siar,Council Area,2022,Count,Vehicle Kilometres,218,The Total Million Vehicle Kilometres On Scottish Roads
Na h-Eileanan Siar,Council Area,2012,Ratio,Driver Journeys,0.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Na h-Eileanan Siar,Council Area,2014,Count,Vehicle Kilometres,220,The Total Million Vehicle Kilometres On Scottish Roads
Na h-Eileanan Siar,Council Area,2009,Count,Vehicle Kilometres,206,The Total Million Vehicle Kilometres On Scottish Roads
Na h-Eileanan Siar,Council Area,2008,Ratio,Percent Of Roads,45.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Na h-Eileanan Siar,Council Area,2015,Ratio,Driver Journeys,0.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Na h-Eileanan Siar,Council Area,2009,Ratio,Driver Journeys,1.76,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Na h-Eileanan Siar,Council Area,2018,Ratio,Driver Journeys,1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Na h-Eileanan Siar,Council Area,2014,Ratio,Driver Journeys,0.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Na h-Eileanan Siar,Council Area,2019,Ratio,Percent Of Roads,40.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Na h-Eileanan Siar,Council Area,2016,Ratio,Driver Journeys,0.2,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Na h-Eileanan Siar,Council Area,2016,Ratio,Percent Of Roads,43.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Na h-Eileanan Siar,Council Area,2010,Count,Vehicle Kilometres,206,The Total Million Vehicle Kilometres On Scottish Roads
Na h-Eileanan Siar,Council Area,2015,Count,Vehicle Kilometres,226,The Total Million Vehicle Kilometres On Scottish Roads
Na h-Eileanan Siar,Council Area,2017,Ratio,Driver Journeys,1.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Na h-Eileanan Siar,Council Area,2021,Count,Vehicle Kilometres,207,The Total Million Vehicle Kilometres On Scottish Roads
Na h-Eileanan Siar,Council Area,2007,Ratio,Percent Of Roads,47,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Na h-Eileanan Siar,Council Area,2015,Ratio,Percent Of Roads,44.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Na h-Eileanan Siar,Council Area,2012,Count,Vehicle Kilometres,209,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2016,Count,Vehicle Kilometres,1641,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2011,Count,Vehicle Kilometres,1464,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2018,Count,Vehicle Kilometres,1648,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2006,Count,Vehicle Kilometres,1458,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2006,Ratio,Percent Of Roads,54,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Falkirk,Council Area,2017,Count,Vehicle Kilometres,1647,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2012,Count,Vehicle Kilometres,1502,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2015,Ratio,Driver Journeys,12.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Falkirk,Council Area,2017,Ratio,Driver Journeys,14.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Falkirk,Council Area,2015,Count,Vehicle Kilometres,1576,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2012,Ratio,Percent Of Roads,36.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Falkirk,Council Area,2017,Ratio,Percent Of Roads,37.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Falkirk,Council Area,2016,Ratio,Percent Of Roads,35.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Falkirk,Council Area,2016,Ratio,Driver Journeys,15,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Falkirk,Council Area,2013,Ratio,Driver Journeys,11,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Falkirk,Council Area,2018,Ratio,Percent Of Roads,35.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Falkirk,Council Area,2018,Ratio,Driver Journeys,14,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Falkirk,Council Area,2015,Ratio,Percent Of Roads,33.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Falkirk,Council Area,2012,Ratio,Driver Journeys,6.4,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Falkirk,Council Area,2021,Ratio,Percent Of Roads,33,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Falkirk,Council Area,2013,Ratio,Percent Of Roads,34,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Falkirk,Council Area,2022,Count,Vehicle Kilometres,1532,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2007,Ratio,Percent Of Roads,35,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Falkirk,Council Area,2019,Ratio,Percent Of Roads,36.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Falkirk,Council Area,2007,Count,Vehicle Kilometres,1490,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2014,Ratio,Driver Journeys,14.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Falkirk,Council Area,2022,Ratio,Driver Journeys,8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Falkirk,Council Area,2019,Ratio,Driver Journeys,14,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Falkirk,Council Area,2013,Count,Vehicle Kilometres,1506,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2009,Ratio,Percent Of Roads,38.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Falkirk,Council Area,2020,Ratio,Percent Of Roads,37.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Falkirk,Council Area,2009,Ratio,Driver Journeys,12.68,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Falkirk,Council Area,2014,Count,Vehicle Kilometres,1537,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2009,Count,Vehicle Kilometres,1472,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2020,Count,Vehicle Kilometres,1277,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2005,Ratio,Driver Journeys,12.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Falkirk,Council Area,2021,Ratio,Driver Journeys,11,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Falkirk,Council Area,2021,Count,Vehicle Kilometres,1440,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2010,Count,Vehicle Kilometres,1455,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2007,Ratio,Driver Journeys,12.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Falkirk,Council Area,2023,Count,Vehicle Kilometres,1598,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2019,Count,Vehicle Kilometres,1647,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2003,Ratio,Driver Journeys,13.6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Falkirk,Council Area,2014,Ratio,Percent Of Roads,34,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Falkirk,Council Area,2023,Ratio,Percent Of Roads,33,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Falkirk,Council Area,2011,Ratio,Percent Of Roads,37.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Falkirk,Council Area,2008,Count,Vehicle Kilometres,1483,The Total Million Vehicle Kilometres On Scottish Roads
Falkirk,Council Area,2023,Ratio,Driver Journeys,9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Falkirk,Council Area,2008,Ratio,Percent Of Roads,33.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Falkirk,Council Area,2022,Ratio,Percent Of Roads,33,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Highland,Council Area,2007,Count,Vehicle Kilometres,2560,The Total Million Vehicle Kilometres On Scottish Roads
Highland,Council Area,2005,Ratio,Driver Journeys,11.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Highland,Council Area,2009,Count,Vehicle Kilometres,2589,The Total Million Vehicle Kilometres On Scottish Roads
Highland,Council Area,2009,Ratio,Percent Of Roads,33.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Highland,Council Area,2021,Count,Vehicle Kilometres,2723,The Total Million Vehicle Kilometres On Scottish Roads
Highland,Council Area,2016,Ratio,Percent Of Roads,38.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Highland,Council Area,2017,Ratio,Driver Journeys,7.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Highland,Council Area,2023,Ratio,Driver Journeys,10,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Highland,Council Area,2013,Ratio,Driver Journeys,7.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Highland,Council Area,2022,Ratio,Percent Of Roads,36,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Highland,Council Area,2020,Ratio,Percent Of Roads,39.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Highland,Council Area,2013,Ratio,Percent Of Roads,35.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Highland,Council Area,2007,Ratio,Percent Of Roads,39,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Highland,Council Area,2009,Ratio,Driver Journeys,9.48,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Highland,Council Area,2023,Ratio,Percent Of Roads,39,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Highland,Council Area,2015,Ratio,Percent Of Roads,39.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Highland,Council Area,2003,Ratio,Driver Journeys,6.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Highland,Council Area,2021,Ratio,Percent Of Roads,37,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Highland,Council Area,2023,Count,Vehicle Kilometres,3084,The Total Million Vehicle Kilometres On Scottish Roads
Highland,Council Area,2022,Count,Vehicle Kilometres,2947,The Total Million Vehicle Kilometres On Scottish Roads
Highland,Council Area,2013,Count,Vehicle Kilometres,2592,The Total Million Vehicle Kilometres On Scottish Roads
Highland,Council Area,2016,Count,Vehicle Kilometres,2825,The Total Million Vehicle Kilometres On Scottish Roads
Highland,Council Area,2008,Count,Vehicle Kilometres,2563,The Total Million Vehicle Kilometres On Scottish Roads
Highland,Council Area,2016,Ratio,Driver Journeys,5.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Highland,Council Area,2007,Ratio,Driver Journeys,8.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Highland,Council Area,2015,Count,Vehicle Kilometres,2727,The Total Million Vehicle Kilometres On Scottish Roads
Highland,Council Area,2022,Ratio,Driver Journeys,6,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Highland,Council Area,2008,Ratio,Percent Of Roads,34.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Highland,Council Area,2021,Ratio,Driver Journeys,7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Highland,Council Area,2010,Count,Vehicle Kilometres,2574,The Total Million Vehicle Kilometres On Scottish Roads
Highland,Council Area,2018,Ratio,Driver Journeys,8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Highland,Council Area,2011,Ratio,Percent Of Roads,31.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Highland,Council Area,2019,Ratio,Driver Journeys,10,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Highland,Council Area,2012,Ratio,Percent Of Roads,33.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Highland,Council Area,2020,Count,Vehicle Kilometres,2298,The Total Million Vehicle Kilometres On Scottish Roads
Highland,Council Area,2019,Ratio,Percent Of Roads,37.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Highland,Council Area,2014,Ratio,Driver Journeys,10.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Highland,Council Area,2014,Ratio,Percent Of Roads,35.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Highland,Council Area,2006,Count,Vehicle Kilometres,2523,The Total Million Vehicle Kilometres On Scottish Roads
Highland,Council Area,2018,Count,Vehicle Kilometres,2963,The Total Million Vehicle Kilometres On Scottish Roads
Highland,Council Area,2006,Ratio,Percent Of Roads,39,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Highland,Council Area,2011,Count,Vehicle Kilometres,2570,The Total Million Vehicle Kilometres On Scottish Roads
Highland,Council Area,2015,Ratio,Driver Journeys,9.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Highland,Council Area,2019,Count,Vehicle Kilometres,2994,The Total Million Vehicle Kilometres On Scottish Roads
Highland,Council Area,2018,Ratio,Percent Of Roads,38.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Highland,Council Area,2014,Count,Vehicle Kilometres,2648,The Total Million Vehicle Kilometres On Scottish Roads
Highland,Council Area,2012,Ratio,Driver Journeys,8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Highland,Council Area,2017,Count,Vehicle Kilometres,2923,The Total Million Vehicle Kilometres On Scottish Roads
Highland,Council Area,2012,Count,Vehicle Kilometres,2561,The Total Million Vehicle Kilometres On Scottish Roads
Highland,Council Area,2017,Ratio,Percent Of Roads,38.8,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Inverclyde,Council Area,2014,Count,Vehicle Kilometres,516,The Total Million Vehicle Kilometres On Scottish Roads
Inverclyde,Council Area,2008,Ratio,Percent Of Roads,42.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Inverclyde,Council Area,2008,Count,Vehicle Kilometres,535,The Total Million Vehicle Kilometres On Scottish Roads
Inverclyde,Council Area,2006,Count,Vehicle Kilometres,533,The Total Million Vehicle Kilometres On Scottish Roads
Inverclyde,Council Area,2012,Ratio,Percent Of Roads,49,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Inverclyde,Council Area,2018,Ratio,Percent Of Roads,37.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Inverclyde,Council Area,2011,Ratio,Percent Of Roads,47.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Inverclyde,Council Area,2009,Ratio,Driver Journeys,13.97,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Inverclyde,Council Area,2016,Ratio,Percent Of Roads,40.5,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Inverclyde,Council Area,2021,Count,Vehicle Kilometres,501,The Total Million Vehicle Kilometres On Scottish Roads
Inverclyde,Council Area,2006,Ratio,Percent Of Roads,57,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Inverclyde,Council Area,2019,Count,Vehicle Kilometres,544,The Total Million Vehicle Kilometres On Scottish Roads
Inverclyde,Council Area,2003,Ratio,Driver Journeys,13.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Inverclyde,Council Area,2005,Ratio,Driver Journeys,9.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Inverclyde,Council Area,2009,Count,Vehicle Kilometres,527,The Total Million Vehicle Kilometres On Scottish Roads
Inverclyde,Council Area,2013,Count,Vehicle Kilometres,501,The Total Million Vehicle Kilometres On Scottish Roads
Inverclyde,Council Area,2023,Ratio,Driver Journeys,13,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Inverclyde,Council Area,2023,Ratio,Percent Of Roads,33,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Inverclyde,Council Area,2013,Ratio,Driver Journeys,3.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Inverclyde,Council Area,2014,Ratio,Percent Of Roads,49.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Inverclyde,Council Area,2018,Count,Vehicle Kilometres,530,The Total Million Vehicle Kilometres On Scottish Roads
Inverclyde,Council Area,2023,Count,Vehicle Kilometres,524,The Total Million Vehicle Kilometres On Scottish Roads
Inverclyde,Council Area,2012,Count,Vehicle Kilometres,504,The Total Million Vehicle Kilometres On Scottish Roads
Inverclyde,Council Area,2011,Count,Vehicle Kilometres,508,The Total Million Vehicle Kilometres On Scottish Roads
Inverclyde,Council Area,2010,Count,Vehicle Kilometres,512,The Total Million Vehicle Kilometres On Scottish Roads
Inverclyde,Council Area,2009,Ratio,Percent Of Roads,44.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Inverclyde,Council Area,2015,Ratio,Percent Of Roads,43.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Inverclyde,Council Area,2016,Ratio,Driver Journeys,11.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Inverclyde,Council Area,2017,Count,Vehicle Kilometres,531,The Total Million Vehicle Kilometres On Scottish Roads
Inverclyde,Council Area,2007,Ratio,Driver Journeys,12.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Inverclyde,Council Area,2019,Ratio,Percent Of Roads,37.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Inverclyde,Council Area,2019,Ratio,Driver Journeys,12,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Inverclyde,Council Area,2007,Count,Vehicle Kilometres,539,The Total Million Vehicle Kilometres On Scottish Roads
Inverclyde,Council Area,2016,Count,Vehicle Kilometres,532,The Total Million Vehicle Kilometres On Scottish Roads
Inverclyde,Council Area,2021,Ratio,Percent Of Roads,33,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Inverclyde,Council Area,2020,Count,Vehicle Kilometres,447,The Total Million Vehicle Kilometres On Scottish Roads
Inverclyde,Council Area,2021,Ratio,Driver Journeys,13,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Inverclyde,Council Area,2012,Ratio,Driver Journeys,8.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Inverclyde,Council Area,2020,Ratio,Percent Of Roads,35.3,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Inverclyde,Council Area,2014,Ratio,Driver Journeys,7.7,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Inverclyde,Council Area,2022,Ratio,Percent Of Roads,31,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Inverclyde,Council Area,2017,Ratio,Driver Journeys,12.5,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Inverclyde,Council Area,2015,Count,Vehicle Kilometres,519,The Total Million Vehicle Kilometres On Scottish Roads
Inverclyde,Council Area,2022,Ratio,Driver Journeys,9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Inverclyde,Council Area,2015,Ratio,Driver Journeys,13.8,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Inverclyde,Council Area,2022,Count,Vehicle Kilometres,526,The Total Million Vehicle Kilometres On Scottish Roads
Inverclyde,Council Area,2017,Ratio,Percent Of Roads,37.9,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Inverclyde,Council Area,2007,Ratio,Percent Of Roads,45,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Inverclyde,Council Area,2018,Ratio,Driver Journeys,11,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Inverclyde,Council Area,2013,Ratio,Percent Of Roads,49.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Midlothian,Council Area,2015,Ratio,Driver Journeys,10.9,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Midlothian,Council Area,2013,Ratio,Percent Of Roads,31.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Midlothian,Council Area,2014,Ratio,Driver Journeys,11,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Midlothian,Council Area,2014,Count,Vehicle Kilometres,665,The Total Million Vehicle Kilometres On Scottish Roads
Midlothian,Council Area,2014,Ratio,Percent Of Roads,31.1,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Midlothian,Council Area,2007,Count,Vehicle Kilometres,631,The Total Million Vehicle Kilometres On Scottish Roads
Midlothian,Council Area,2015,Count,Vehicle Kilometres,671,The Total Million Vehicle Kilometres On Scottish Roads
Midlothian,Council Area,2007,Ratio,Percent Of Roads,40,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Midlothian,Council Area,2013,Count,Vehicle Kilometres,638,The Total Million Vehicle Kilometres On Scottish Roads
Midlothian,Council Area,2007,Ratio,Driver Journeys,18,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Midlothian,Council Area,2020,Count,Vehicle Kilometres,566,The Total Million Vehicle Kilometres On Scottish Roads
Midlothian,Council Area,2020,Ratio,Percent Of Roads,34.6,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Midlothian,Council Area,2019,Ratio,Percent Of Roads,35,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Midlothian,Council Area,2010,Count,Vehicle Kilometres,645,The Total Million Vehicle Kilometres On Scottish Roads
Midlothian,Council Area,2009,Count,Vehicle Kilometres,643,The Total Million Vehicle Kilometres On Scottish Roads
Midlothian,Council Area,2009,Ratio,Percent Of Roads,32.7,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Midlothian,Council Area,2009,Ratio,Driver Journeys,5.1,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Midlothian,Council Area,2006,Ratio,Percent Of Roads,41,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Midlothian,Council Area,2019,Count,Vehicle Kilometres,718,The Total Million Vehicle Kilometres On Scottish Roads
Midlothian,Council Area,2018,Count,Vehicle Kilometres,716,The Total Million Vehicle Kilometres On Scottish Roads
Midlothian,Council Area,2011,Ratio,Percent Of Roads,31.2,The Percentage Of Roads Needing Repairs (Red And Amber Classification)  
Midlothian,Council Area,2006,Count,Vehicle Kilometres,622,The Total Million Vehicle Kilometres On Scottish Roads
Midlothian,Council Area,2019,Ratio,Driver Journeys,17,Percentage Of Driver Journeys Delayed Due To Traffic Congestion
Midlothian,Council Area,2011,Count,Vehicle Kilometres,647,The Total Million Vehicle Kilometres On Scottish Roads
Midlothian,Council Area,2008,Count,Vehicle Kilometres,631,The Total Million Vehicle Kilometres On Scottish Roads
